Date,Sulfur Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,,,,,,,,
12/15/1993,43,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
12/16/1993,56,,,42-101-0022,AQS,,,,,,,,
12/17/1993,64,,,10-003-2002,AQS,,,,,,,,
12/18/1993,96,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
12/19/1993,114,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/20/1993,112,,,42-101-0029,AQS,,,,,,,,
12/21/1993,100,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
12/22/1993,104,,,10-003-2002,AQS,,,,,,,,
12/23/1993,103,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/24/1993,59,,,10-003-2002,AQS,,,,,,,,
12/25/1993,66,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/26/1993,112,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/27/1993,54,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/28/1993,52,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/29/1993,97,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
12/30/1993,113,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/31/1993,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/01/1994,106,,,10-003-2002,AQS,,,,,,,,
01/02/1994,69,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/03/1994,81,,COMMUNITY HEALTH SERVICES (CHS),42-101-0047,AQS,,,,,,,,
01/04/1994,75,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/05/1994,110,,,10-003-2002,AQS,,,,,,,,
01/06/1994,74,,,10-003-2002,AQS,,,,,,,,
01/07/1994,106,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
01/08/1994,135,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/09/1994,129,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/10/1994,57,,,10-003-2002,AQS,,,,,,,,
01/11/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/12/1994,85,,,10-003-2002,AQS,,,,,,,,
01/13/1994,107,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/14/1994,186,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/15/1994,118,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/16/1994,82,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/17/1994,103,,,42-101-0022,AQS,,,,,,,,
01/18/1994,106,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/19/1994,137,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/20/1994,103,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
01/21/1994,107,,,42-101-0022,AQS,,,,,,,,
01/22/1994,128,,,10-003-2002,AQS,,,,,,,,
01/23/1994,125,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/24/1994,173,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/25/1994,101,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
01/26/1994,60,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
01/27/1994,94,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
01/28/1994,107,,,42-101-0029,AQS,,,,,,,,
01/29/1994,49,,,10-003-2002,AQS,,,,,,,,
01/30/1994,56,,,42-101-0022,AQS,,,,,,,,
01/31/1994,76,,Clarksboro,34-015-0002,AQS,,,,,,,,
02/01/1994,69,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/02/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/03/1994,165,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/04/1994,130,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/05/1994,200,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/06/1994,148,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/07/1994,114,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/08/1994,70,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
02/09/1994,123,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/10/1994,57,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/11/1994,65,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/12/1994,60,,,10-003-2002,AQS,,,,,,,,
02/13/1994,109,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/14/1994,101,,,10-003-2002,AQS,,,,,,,,
02/15/1994,96,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
02/16/1994,101,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/17/1994,107,,,42-101-0022,AQS,,,,,,,,
02/18/1994,112,,,10-003-2002,AQS,,,,,,,,
02/19/1994,130,,,42-101-0029,AQS,,,,,,,,
02/20/1994,116,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/21/1994,56,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
02/22/1994,43,,,10-003-2002,AQS,,,,,,,,
02/23/1994,76,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/24/1994,127,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/25/1994,81,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/26/1994,77,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
02/27/1994,69,,,42-101-0022,AQS,,,,,,,,
02/28/1994,43,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
03/01/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/02/1994,91,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
03/03/1994,54,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
03/04/1994,107,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/05/1994,118,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/06/1994,43,,,42-101-0022,AQS,,,,,,,,
03/07/1994,112,,,42-101-0029,AQS,,,,,,,,
03/08/1994,61,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/09/1994,56,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
03/10/1994,56,,,42-101-0022,AQS,,,,,,,,
03/11/1994,31,,,10-003-2002,AQS,,,,,,,,
03/12/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/13/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/14/1994,49,,,10-003-2002,AQS,,,,,,,,
03/15/1994,81,,,42-101-0022,AQS,,,,,,,,
03/16/1994,102,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/17/1994,101,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/18/1994,69,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/19/1994,143,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/20/1994,75,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/21/1994,81,,,10-003-2002,AQS,,,,,,,,
03/22/1994,112,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/23/1994,116,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/24/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/25/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/26/1994,61,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
03/27/1994,29,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
03/28/1994,43,,CAMDEN LAB,34-007-0003,AQS,,,,,,,,
03/29/1994,43,,,42-101-0022,AQS,,,,,,,,
03/30/1994,81,,,42-101-0022,AQS,,,,,,,,
03/31/1994,69,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/01/1994,148,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/02/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/03/1994,66,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
04/04/1994,71,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/05/1994,71,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
04/06/1994,132,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
04/07/1994,108,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/08/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/09/1994,97,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
04/10/1994,81,,,42-101-0022,AQS,,,,,,,,
04/11/1994,56,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/12/1994,116,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/13/1994,43,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
04/14/1994,94,,,42-101-0022,AQS,,,,,,,,
04/15/1994,111,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
04/16/1994,84,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/17/1994,69,,,42-101-0022,AQS,,,,,,,,
04/18/1994,107,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/19/1994,94,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
04/20/1994,114,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/21/1994,57,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/22/1994,31,,Ancora State Hospital,34-007-1001,AQS,,,,,,,,
04/23/1994,44,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/24/1994,94,,,42-101-0022,AQS,,,,,,,,
04/25/1994,97,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
04/26/1994,92,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
04/27/1994,108,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
04/28/1994,59,,,10-003-2002,AQS,,,,,,,,
04/29/1994,50,,,10-003-2002,AQS,,,,,,,,
04/30/1994,107,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/01/1994,56,,,42-101-0022,AQS,,,,,,,,
05/02/1994,29,,,42-101-0022,AQS,,,,,,,,
05/03/1994,43,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
05/04/1994,70,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
05/05/1994,130,,,42-101-0022,AQS,,,,,,,,
05/06/1994,134,,,42-101-0022,AQS,,,,,,,,
05/07/1994,47,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
05/08/1994,117,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/09/1994,200,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/10/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/11/1994,125,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/12/1994,182,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/13/1994,123,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/14/1994,69,,,42-101-0022,AQS,,,,,,,,
05/15/1994,105,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
05/16/1994,116,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/17/1994,41,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/18/1994,24,,,10-003-2002,AQS,,,,,,,,
05/19/1994,29,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
05/20/1994,29,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
05/21/1994,41,,,10-003-2002,AQS,,,,,,,,
05/22/1994,56,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
05/23/1994,82,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/24/1994,81,,,42-101-0022,AQS,,,,,,,,
05/25/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/26/1994,81,,,42-101-0022,AQS,,,,,,,,
05/27/1994,75,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/28/1994,94,,,42-101-0023,AQS,,,,,,,,
05/29/1994,81,,North East Airport (NEA),42-101-0024,AQS,,,,,,,,
05/30/1994,94,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
05/31/1994,57,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/01/1994,81,,,42-101-0022,AQS,,,,,,,,
06/02/1994,112,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
06/03/1994,94,,,42-101-0022,AQS,,,,,,,,
06/04/1994,43,,,10-003-2002,AQS,,,,,,,,
06/05/1994,43,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
06/06/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/07/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/08/1994,31,,,10-003-2002,AQS,,,,,,,,
06/09/1994,43,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
06/10/1994,56,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
06/11/1994,29,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
06/12/1994,36,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
06/13/1994,69,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
06/14/1994,51,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/15/1994,107,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/16/1994,69,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
06/17/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/18/1994,69,,,42-101-0022,AQS,,,,,,,,
06/19/1994,56,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
06/20/1994,50,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
06/21/1994,66,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
06/22/1994,54,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
06/23/1994,64,,CAMDEN LAB,34-007-0003,AQS,,,,,,,,
06/24/1994,44,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
06/25/1994,81,,,42-101-0022,AQS,,,,,,,,
06/26/1994,69,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/27/1994,87,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
06/28/1994,69,,,42-101-0023,AQS,,,,,,,,
06/29/1994,43,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/30/1994,81,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
07/01/1994,82,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/02/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/03/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/04/1994,36,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/05/1994,70,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
07/06/1994,56,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/07/1994,56,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/08/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/09/1994,130,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/10/1994,54,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
07/11/1994,51,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
07/12/1994,81,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
07/13/1994,94,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/14/1994,65,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
07/15/1994,54,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
07/16/1994,43,,,10-003-2002,AQS,,,,,,,,
07/17/1994,75,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/18/1994,65,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/19/1994,85,,,10-003-2002,AQS,,,,,,,,
07/20/1994,65,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/21/1994,61,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/22/1994,74,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/23/1994,71,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
07/24/1994,134,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/25/1994,91,,CAMDEN LAB,34-007-0003,AQS,,,,,,,,
07/26/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/27/1994,105,,,10-003-2002,AQS,,,,,,,,
07/28/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/29/1994,67,,,10-003-2002,AQS,,,,,,,,
07/30/1994,56,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/31/1994,43,,,10-003-2002,AQS,,,,,,,,
08/01/1994,29,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
08/02/1994,70,,,10-003-2002,AQS,,,,,,,,
08/03/1994,94,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/04/1994,157,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/05/1994,56,,,42-101-0022,AQS,,,,,,,,
08/06/1994,43,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/07/1994,52,,,10-003-2002,AQS,,,,,,,,
08/08/1994,56,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/09/1994,89,,CAMDEN LAB,34-007-0003,AQS,,,,,,,,
08/10/1994,69,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/11/1994,40,,,10-003-2002,AQS,,,,,,,,
08/12/1994,153,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/13/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/14/1994,62,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
08/15/1994,62,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
08/16/1994,69,,,10-003-2002,AQS,,,,,,,,
08/17/1994,77,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
08/18/1994,116,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/19/1994,108,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
08/20/1994,61,,,10-003-2002,AQS,,,,,,,,
08/21/1994,39,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
08/22/1994,114,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
08/23/1994,43,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/24/1994,74,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
08/25/1994,69,,,42-101-0022,AQS,,,,,,,,
08/26/1994,121,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/27/1994,81,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
08/28/1994,56,,,42-101-0022,AQS,,,,,,,,
08/29/1994,69,,,10-003-2002,AQS,,,,,,,,
08/30/1994,69,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
08/31/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
09/01/1994,72,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
09/02/1994,30,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/03/1994,23,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/04/1994,21,,Clarksboro,34-015-0002,AQS,,,,,,,,
09/05/1994,37,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/06/1994,64,,,10-003-2002,AQS,,,,,,,,
09/07/1994,94,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/08/1994,56,,,42-101-0022,AQS,,,,,,,,
09/09/1994,200,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
09/10/1994,55,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/11/1994,46,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/12/1994,94,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/13/1994,107,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/14/1994,110,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/15/1994,85,,,10-003-2002,AQS,,,,,,,,
09/16/1994,82,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
09/17/1994,165,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
09/18/1994,121,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/19/1994,39,,,10-003-2002,AQS,,,,,,,,
09/20/1994,56,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
09/21/1994,117,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
09/22/1994,47,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
09/23/1994,111,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/24/1994,69,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
09/25/1994,51,,,10-003-2002,AQS,,,,,,,,
09/26/1994,43,,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),42-101-0136,AQS,,,,,,,,
09/27/1994,43,,Air Management Services Laboratory (AMS LAB),42-101-0004,AQS,,,,,,,,
09/28/1994,56,,,42-101-0022,AQS,,,,,,,,
09/29/1994,113,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
09/30/1994,108,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
10/01/1994,49,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
10/02/1994,69,,,42-101-0022,AQS,,,,,,,,
10/03/1994,36,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
10/04/1994,44,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
10/05/1994,50,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
10/06/1994,69,,,42-101-0022,AQS,,,,,,,,
10/07/1994,107,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/08/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/09/1994,143,,,42-101-0029,AQS,,,,,,,,
10/10/1994,43,,,42-101-0022,AQS,,,,,,,,
10/11/1994,29,,Clarksboro,34-015-0002,AQS,,,,,,,,
10/12/1994,72,,,10-003-2002,AQS,,,,,,,,
10/13/1994,37,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
10/14/1994,36,,,10-003-2002,AQS,,,,,,,,
10/15/1994,30,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
10/16/1994,29,,,42-101-0022,AQS,,,,,,,,
10/17/1994,56,,,42-101-0022,AQS,,,,,,,,
10/18/1994,134,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/19/1994,94,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/20/1994,43,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/21/1994,62,,Clarksboro,34-015-0002,AQS,,,,,,,,
10/22/1994,47,,,10-003-2002,AQS,,,,,,,,
10/23/1994,29,,,42-101-0029,AQS,,,,,,,,
10/24/1994,125,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/25/1994,107,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/26/1994,43,,,42-101-0029,AQS,,,,,,,,
10/27/1994,62,,,10-003-2002,AQS,,,,,,,,
10/28/1994,64,,,10-003-2002,AQS,,,,,,,,
10/29/1994,112,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/30/1994,148,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
10/31/1994,51,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
11/01/1994,56,,,42-101-0022,AQS,,,,,,,,
11/02/1994,110,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/03/1994,94,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/04/1994,139,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/05/1994,86,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
11/06/1994,134,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/07/1994,128,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/08/1994,157,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/09/1994,107,,,42-101-0022,AQS,,,,,,,,
11/10/1994,37,,,10-003-2002,AQS,,,,,,,,
11/11/1994,43,,,10-003-2002,AQS,,,,,,,,
11/12/1994,103,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/13/1994,85,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/14/1994,51,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
11/15/1994,65,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/16/1994,27,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/17/1994,75,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/18/1994,36,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
11/19/1994,33,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/20/1994,43,,,10-003-2002,AQS,,,,,,,,
11/21/1994,51,,Bellefonte River Road Park,10-003-1003,AQS,,,,,,,,
11/22/1994,142,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
11/23/1994,104,,,10-003-2002,AQS,,,,,,,,
11/24/1994,104,,A420450109LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0109,AQS,,,,,,,,
